,id,category,corpus
595,595,Sports,computer computer computer game college reason college computer game team program team program field team team football game football reason reason computer computer game big program big big team reason football team field reason football system system reason reason team football football computer football field college reason reason system team
596,596,Arts,art art exhibit biennial museum region exhibit director biennial region communist region director biennial museum exhibition modern exhibition exhibit museum art art region modern museum director modern museum museum exhibit communist communist director exhibition
597,597,Arts,museum museum museum museum museum museum museum museum
598,598,Sports,jet job patriot operation coach permission felt poem point morning operation jet game sure patriot player leave player explain jet patriot explain morning patriot coach player game football permission tell patriot felt patriot player point jet sure coach jet player morning jet morning job game point jet coach jet organization chance team player operation coach jet player felt leave coach sure coach patriot team football jet organization tell mirror jet team tell organization chance decision explain decision patriot decision player poem football job jet job leave ask poem ask ask coach decision patriot football jet poem team chance mirror player permission player mirror
599,599,Sports,opportunity team champion season game game champion championship game game team title game team season championship season champion champion team title opportunity coach season championship title championship coach season season coach team game opportunity coach game team
600,600,Society,japanese official pay pay middle widen japanese japanese company social average poor social social fear gap social class rich policy rich japanese company middle million distribution money society social poor gap average age fear pay distribution middle company economy gap japanese japanese widen million policy wealth society official economy distribution japanese policy age salary age rich poor salary society fear wealth rich wealth widen poor money class salary million economy gap japanese class average wealth money gap rich official
601,601,Society,school performance kid performance government inheritance tax pay japanese tax daughter pay tax government tax pay tax pay school inheritance wealthy daughter pay friend wealthy government school tax kid tax daughter inheritance tax pay wealthy friend performance kid japanese friend japanese performance pay
602,602,Sports,feel recruit program football happen game won player level player player straight coach role happen football guy player player game football school happen guy football deal feel football level school role guy bowl level school won program feel recruit guy coach player level deal school recruit deal program game player straight game bowl player coach player straight role won coach bowl
603,603,Computers,web internet web web online staff online part staff staff chat staff online staff internet producer part link online chat link online internet web web web web online web online part producer chat link producer part web
604,604,Computers,cost company staff worker extra sure system staff pay extra y2k company y2k y2k worker cost company work staff y2k work cost work pay pay cost y2k pay work network firm worker network y2k system sure network system extra company y2k staff worker company worker cost firm firm y2k worker worker y2k worker company company sure y2k extra company company worker extra sure
605,605,Recreation,talk talk expect big talk return big security accord help meeting strategic talk syrian expect talk peace talk agreement return peace security help strategic security talk troop syrian expect deal meeting talk agreement big seclude expect agreement seclude strategic peace syrian talk meeting talk seclude peace talk talk talk syrian troop help accord talk deal reporter talk talk reporter deal accord expect troop talk return peace meeting expect reporter expect talk
606,606,Recreation,expect return talk talk accord talk deal talk strategic talk expect meeting deal troop reporter expect accord help agreement big talk talk seclude return talk expect deal seclude expect talk security accord help syrian meeting talk peace talk talk help syrian talk talk meeting peace talk agreement troop return syrian talk big talk strategic security reporter strategic security big expect peace troop agreement expect meeting seclude reporter peace talk peace syrian
607,607,Society,change change lien profit proposal proposal lien profit nationalist proposal business lien lien nationalist proposal democratic lien profit business nationalist change lien democratic proposal democratic nationalist lien nationalist business lien nationalist profit
608,608,Sports,game touchdown viking season yard quarter touchdown playoff chance combine season game game game chance playoff viking quarter quarter quarter beat point yard beat chance viking chance combine play touchdown playoff season play combine point playoff season game play yard point playoff beat season yard viking
609,609,Society,parent case parent court court child child child court legal justice grandparent family parental court case child family organization right implication right court court grandparent right organization right family visitation child parent behalf child behalf parent legal visitation organization parental parent grandparent grandparent right visitation group parent interest case child case justice family decision interest child child court court family grandparent justice parent family family family family implication child grandparent decision family grandparent family right interest legal parental child justice organization group case child parent grandparent family family child decision child implication implication group grandparent grandparent parent parent right child implication parental case right right interest behalf
610,610,Society,law process court marry decision child case court process mother mother child court due due child decision court marry process family case family child law decision case child family child due law family child due marry mother process
611,611,Computers,y2k computer system report y2k computer computer report y2k system head head computer problem system y2k problem report y2k problem y2k problem computer head
612,612,Society,basement gang victim victim russian captives campaign russian gang victim gang captives campaign region major militant military troop kidnap militant kidnap major campaign region russian region republic troop victim military kidnap gang military military basement republic major basement campaign militant russian region troop victim campaign republic group group russian group gang captives kidnap captives republic victim kidnap gang russian
613,613,Business,provide market economic yield economic yield yield economic provide quarter bond market bond percent percent rate bond strong strong market rate economy market strong provide economy market rate economy economy strong percent quarter quarter market
614,614,Health,gain menopause estrogen woman woman woman health estrogen male need woman book testosterone genetic testosterone decision history decade male breast menopause woman percent book book menopause decision book percent percent breast cancer breast gain woman testosterone percent cancer genetic cancer age woman age cancer decision health age decade age decade weight woman book health book health decade gain woman breast book family estrogen need family gain woman weight weight age breast woman weight weight percent age estrogen book age health woman need age health male estrogen book health breast gain testosterone health decision health woman family health need estrogen family breast genetic history history decision woman decision
615,615,Recreation,cigar future cigar future future future cigar future
616,616,Business,believe leadership leadership believe believe leadership leadership
617,617,Society,court bring judge congressional chief court add border border case add region criminal crime number trial chief brutal add trial criminal bring number percent case judge criminal criminal court case law court number court case judge add criminal region case judge criminal judge percent judge law congressional law case office bring number judge brutal judge judge court court law judiciary chief case case court judge court add region court congressional number judiciary crime increase criminal criminal court judge brutal criminal border assign assign criminal increase add office number crime judiciary percent add court court number judge judge increase percent assign criminal court judge court case increase number increase court trial number percent judge percent office judge
618,618,Business,distance fee distance offer fee analyst price distance plan distance market offer plan cent minute distance market customer minute minute flat distance fee rate minute market rate offer market cent call distance cent customer local cent plan distance distance monthly cent monthly customer offer local analyst fee flat plan cent customer market customer local call customer call distance monthly plan minute call plan analyst plan cent price call cent offer plan plan distance monthly plan fee customer customer price cent rate minute flat plan rate distance
619,619,Business,return stock dividend company payout dividend company dividend payout company company percent tax dividend dividend yield hot option dividend stock tax company dividend pay index pay pay stock company company share dividend percent company dividend percent price stock payout dividend gain dividend stock successful company company company dividend dividend percent dividend technology percent hot company percent share index dividend corporate corporate percent company yield dividend percent percent hot percent percent stock technology company pay stock dividend market stock trend gain stock pay dividend company gain dividend pay price percent dividend company pay percent trend dividend index return pay market index successful share pay yield dividend company option pay market percent stock tax payout trend stock company yield dividend yield company index pay percent option dividend dividend return price stock dividend stock dividend dividend corporate company company payout company index company trend dividend pay yield technology successful
620,620,Society,racketeering case case case racketeering case indictment case federal case lawyer racketeering lawyer federal hearing racketeering case hearing racketeering lawyer indictment case federal indictment case case case case racketeering hearing lawyer indictment racketeering case case
621,621,Sports,million million ticket win million win million win home ticket home ticket home
622,622,Sports,sponsor contract million term marketing million sponsor agreement sponsorship mutual marketing insurance sponsorship sponsor sport deal team term worth agreement worth marketing term agreement sponsor sponsor agreement sport term deal mutual team agreement sponsorship million sponsorship insurance sponsorship team contract worth sponsor mutual deal sport sport contract sponsorship million agreement sponsorship insurance
623,623,Business,foreign business analyst tax foreign corruption climate corruption market political term need political stability power term business government stability analyst analyst market president political expect climate power stock corruption foreign climate country need investment government country government stability corruption corruption power stock stock analyst country stock financial term market president business investment business expect corruption financial financial market climate investment stability business investment stock tax corruption power expect corruption power need need investment term president business tax president business business
624,624,Society,presidential official director interview staff staff election office secretary law president interview presidential interview election office official presidential chief president law administration staff director presidential staff director president election law presidential russian office staff russian election russian chief press official interview chief russian election president president administration official president election office presidential secretary election chief secretary administration circle circle staff press press presidential election circle presidential press election
625,625,Sports,jet jet football football coaching coaching patriot football head season season game patriot jet coach jet coach patriot season patriot coach want game coach want contract coach contract upset head coaching give want patriot jet upset upset give patriot want jet contract patriot give football jet patriot jet jet game coach coaching patriot game coach patriot head coaching head patriot coaching jet
626,626,Sports,sponsor insurance sponsorship team sponsor sponsorship team mutual million deal sponsor sport mutual contract term sponsorship sponsorship term sport sport sponsorship worth term insurance sponsorship deal agreement agreement marketing worth contract agreement agreement sponsor worth deal term sponsor team agreement marketing agreement contract marketing sponsor sport million million sponsorship million insurance mutual
627,627,Health,sort brain sort researcher elephant ability human animal executive animal executive brain producer elephant human executive producer elephant intelligence intelligence brain brain animal researcher sort researcher producer human ability human ability animal human intelligence ability human intelligence
628,628,Society,rating right experience unusual point seminar letter worker applicant previous unusual applicant worker right worker unusual rating worker right applicant applicant letter previous experience worker experience applicant seminar previous applicant unusual worker applicant point right seminar letter point worker rating unusual previous
629,629,Business,expect climate term president stability business country corruption country political corruption need stock business stability stability need climate government analyst financial term market power government expect government corruption corruption investment power country business corruption stock foreign business analyst financial stability corruption power business investment foreign president corruption power business climate political need president stock investment analyst political climate stock investment market foreign need president analyst power term investment market business business term market tax tax financial corruption tax expect stock
630,630,Society,doctor employer federal doctor class care care lawyer employer care appeal manage court class health health action federal industry care industry action trial law cost cost company suit health suit legal action class decision legal trial recent court decision company industry health manage plan court care decision care suit industry recent suit manage court issue federal case health care law case appeal suit legal case industry health manage plan care health federal legal cost care issue care federal malpractice health plan federal company action issue plan class malpractice trial lawyer recent action appeal industry case law decision case health case plan company malpractice class law industry case court suit employer lawyer case industry federal plan health court doctor plan law
631,631,Society,care policy suit class lawyer action manage industry court company judge lawsuit judge class suit law decision action suit lawyer class malpractice number business industry policy court court health medical company manage lawyer industry policy policy plan court class advertising manage court court plan court action advertising company class federal business manage suit suit suit court health court care interest company court federal suit suit company suit number action expert action federal lawsuit decision policy law business interest company federal federal care plan class court action suit care suit suit care lawsuit company medical company care recent class suit lawsuit malpractice law manage law class care interest recent expert action manage federal judge suit law care health advertising malpractice judge lawyer industry expert plan decision court suit care care recent medical manage company industry number court lawyer law
632,632,Business,stock gained market market share point company fell stock interest percent fell point share point interest fell index index stock company rate company percent market rate fell stock company interest index percent stock share rise rate jump stock rise stock rate fell jump gained index stock fell gained stock rise stock index rise index stock percent stock market point point market jump stock market index
633,633,Computers,computer government database government computer computer flaw computer flaw database database computer computer computer government flaw computer computer computer
634,634,Health,report patient report morning problem problem report morning patient problem morning problem patient
635,635,Computers,business computer problem computer problem computer company computer problem y2k spending system billion problem business system problem major official major problem company y2k y2k computer glitch official computer y2k software y2k small problem estimate estimate spending report bug bug computer business billion report report y2k small computer company report system billion report y2k problem estimate y2k small spending card y2k y2k software card software problem spending y2k business y2k problem institution major card business institution business billion business company bug system y2k institution official glitch business problem system bug glitch
636,636,Society,delegation discussion syrian syrian issue israeli reporter discussion talk talk discussion syrian reporter peace reporter meeting level negotiation talk agreement tell syrian official settlement return hold help arab talk side side israeli issue israeli agreement settlement hold israeli agreement delegation syrian side return peace israeli return official peace peace issue agreement arab help delegation meeting israeli delegation hold syrian settlement hold official tell talk peace syrian official syrian talk arab agreement peace level reporter negotiation talk israeli talk syrian talk peace israeli meeting settlement help syrian meeting talk side syrian negotiation agreement level talk tell syrian official peace talk talk delegation talk talk peace
637,637,Sports,team playoff playoff team playoff season season play game playoff season game playoff play season team team ago play win record season record play game game win ago play mean team mean talent playoff win team matter ago postseason season playoff season matter play season team playoff game playoff talent playoff game team talent lose season talent team mean team talent playoff matter playoff lose win win season team season play play record team win postseason team lose postseason playoff
638,638,Science,wall villages rain mud villages basin village age villages flood drought basin flood village basin rain rain villages age mud drought flood chief rice wall rice rain rain drought villages villages villages mud age chief region rice rain mud region village rice rice century region villages rain wall mud century rice village flood chief flood century basin rice drought rain rice
639,639,Society,environment union worker fuel president issue fuel concern warm union support member rule issue warm worker trade fuel issue member member political rule warm member president union fuel union union member union union warm environment support issue political trade concern worker economy support concern trade president rule member union union warm union union economy environment union rule trade economy warm union fuel automaker economy trade automaker rule member economy worker automaker political
640,640,Sports,hard hard right jet jet right season jet jet season jet jet season jet jet hard right season
641,641,Home,resident lawsuit firm area market group insurer homeowner area area homeowner homeowner percent minority practice minority market lawsuit group minority firm urban homeowner practice homeowner urban insurer practice market group area market resident market minority homeowner minority homeowner firm lawsuit area insurer resident homeowner homeowner percent minority minority area insurer urban percent minority homeowner urban
642,642,Games,game sell number pick game limit million number limit limit game number sell million pick sell game pick million limit
643,643,Society,security official big syrian talk talk achieve agreement official detail aid round minister military big deputy expert negotiation adviser official deputy round peace agreement official adviser achieve talk big talk role israelis official minister aid talk negotiation leader sharaa talk israelis peace sharaa military round talk expect detail negotiation talk talk achieve talk leader adviser israelis foreign role minister expect syrian israelis security sharaa talk agreement security israelis foreign peace expect expert leader syrian leader minister expert deputy minister sharaa peace expect agreement official military role minister aid leader negotiation detail foreign negotiation
644,644,Society,welfare cut health republican record small small take american partisanship take partisanship republican retire small retire democratic republican partisanship democratic audience take record democratic retire american american democratic audience welfare cut audience health welfare american health health record cut
645,645,Business,knowledge knowledge knowledge
646,646,Business,company oil gas merger slope company governor production production executive government antitrust governor official oil production deal oil merger market deal price price slope market deal governor gasoline deal gasoline deal official price production recent million production million recent price antitrust merger deal merger gas price oil official production price company deal oil price price oil gas company price slope oil government merger slope company antitrust company recent official company gas deal million official price government price oil executive official antitrust antitrust gasoline production deal million merger official oil company merger executive million market
647,647,Business,executive market company slope company crude production merger production deal refiner slope deal deal market divestiture company crude divestiture company oil executive percent company merger divestiture refiner production merger oil percent oil oil company deal oil executive percent company market company slope merger deal crude oil market company refiner deal
648,648,Business,agreement closed merger company merger merger merger merger comment stock price deal agreement company comment comment merger deal shareholder closed merger company closed stock price stock stock shareholder closed company stock stock price agreement announce deal company merger price deal deal shareholder announce merger merger price deal merger deal shareholder deal closed announce deal merger
649,649,Business,regulator billion company deal chairman merger expect merger merger deal electric company billion company deal deal chairman expect company merger regulator merger utility company regulator deal billion chairman company deal electric company utility electric expect customer company utility customer company customer company
650,650,Society,country investment financial bank account foreign largest brazilian president brazilian system brazilian financial own government percent largest brazilian bank foreign investment central brazilian investment interest own consumer government government bank foreign own government asset bank country financial foreign bond bank bond system system interest country percent percent bank brazilian president brazilian financial bank interest bond brazilian investment asset consumer foreign bank bank bank largest financial bank investment financial interest foreign foreign system foreign foreign own bank account central foreign bond government bank account investment bank system foreign buy bank asset country buy foreign government bank bank interest consumer area government bank area bank account foreign brazilian buy own area bank bank president central system bank foreign brazilian brazilian foreign financial government foreign foreign bank foreign brazilian bank
651,651,Sports,average game defense line team quarterback run game game average game big line sack ball season team attack yard quarterback game quarterback sack game championship defensive season team yard average coach play game game attack quarterback game play big coach play game yard rush rush pressure line defense allow attack run game coach season ball yard big rush quarterback rush pressure big game attack line quarterback defensive game ball defense allow yard allow sack play game game game coach play rush play big championship big championship rush game rush ball play sack big quarterback defensive play play run big pressure ball
652,652,Sports,career offense team career season point point average season spur spur need point career shot season spur need game game point shot need season spur hit spur point point need game game game team average shot season season shot hit point offense game average season spur hit offense team look spur spur look game game look spur spur career
653,653,Sports,injured season coach team game lose injured game season game game game team team head team game bill start dismiss head play playoff playoff game reach lose bill replace jet coach playoff play bill coach season team coach playoff playoff playoff jet start coach reach season patriot patriot jet start head knee playoff season patriot lose replace play replace game season patriot quarterback playoff playoff season coach knee quarterback season patriot coach quarterback knee reach play team season season dismiss injured coach dismiss head playoff injured coach season coach
654,654,Society,agent court container court occurred arrive illegal stowaway look arrive ship immigrant immigrant immigrant accord occurred agent find agent illegal cargo ship leave container container container container agent ship document federal ship container agent document container chinese smuggle chinese cargo smuggle arrive arrive court chinese smuggle agent container ship cargo ship court find chinese container federal agent ship ship cargo aboard stowaway agent immigrant smuggle agent container smuggle agent look court document smuggle chinese driver ship container federal immigrant ship pay federal smuggle find container driver occurred immigrant document find container leave agent smuggle chinese container document pay smuggle container ship stowaway aboard agent accord leave illegal arrive container chinese agent agent smuggle accord container smuggle agent immigrant accord stowaway immigrant federal federal arrive immigrant pay stowaway accord illegal chinese container smuggle arrive driver container arrive container ship find cargo chinese look smuggle aboard
655,655,Sports,medium head assistant assistant medium coach head coach jet medium football medium medium coach jet assistant jet medium coach head coach assistant coach jet football football assistant coach
656,656,Games,defensive player lunch pail defense defense game defense game lunch defensive pail defense pail lunch player defense lunch pail bad start player pail defensive defensive lunch player player pail lunch player game defensive defense defense start pail defensive bad defensive player pail bad game lunch pail start lunch player defense defensive
657,657,Society,poll senator source decision endorse senator party poll campaign endorsement party campaign party political support political endorsement campaign support decision decision poll senator endorse endorsement endorse support source poll source source source source senator endorsement source source endorse political
658,658,Society,early majority opposition liberal coalition minister vote result early election vote election prime minister coalition vote percent election majority get opposition coalition opposition liberal minister election result percent govern opposition result result opposition minister election opposition vote get preliminary coalition govern preliminary election opposition preliminary election liberal prime opposition govern vote get govern result majority govern early opposition result govern percent get prime percent result coalition election
659,659,Society,trial care company company malpractice case manage suit plan care law health law court company lawyer legal action plan case federal malpractice manage recent appeal challenge health legal court health recent care class issue legal issue care class class class court malpractice health manage decision decision industry company plan suit health court federal care suit case care appeal class plan law care doctor health challenge appeal suit industry federal lawyer health lawyer law case industry industry plan care federal employer case employer federal action case action doctor court industry case federal issue suit action care employer industry decision suit challenge federal trial industry decision recent plan court action legal health trial care plan trial health case health law manage doctor industry
660,660,Society,company court lawsuit advertising business suit advertising expert company judge judge manage court federal judge lawyer company suit care care action class suit law federal court court class number class law law company malpractice lawsuit company expert lawyer malpractice action policy action number law policy class lawyer company class recent law expert plan plan suit class decision medical medical policy industry court industry class court health court suit action action suit industry lawyer medical care care advertising care company suit plan industry policy suit court recent care federal company manage law recent care action action plan manage manage manage malpractice business court suit care lawsuit industry suit suit interest health health care manage care suit decision interest business lawsuit lawyer federal decision interest company federal number court court suit judge class suit court court suit policy federal manage
661,661,Business,merger million million chief charge company price unit price increase million million care merger analyst executive health company company premium health unit analyst care million million analyst increase merger analyst million company charge chief executive increase charge price million unit price premium chief unit health executive charge premium unit care health
662,662,Society,need problem question money plan voucher need school school democratic program nation voucher teacher health school teacher problem teacher candidate program problem democratic federal health school teacher candidate nation program public program money program democratic president billion offer teacher plan program money public quality teacher offer impoverish voucher quality preschool impoverish candidate voucher teacher candidate teacher school billion billion school impoverish billion public school billion question child school child program plan need plan school program federal question offer money president federal health school program teacher school preschool nation school teacher program need teacher child program quality candidate school quality president program preschool billion money candidate voucher president federal program candidate school plan
663,663,Society,deal school deal school school school school deal deal
664,664,Society,carry carry trailer trailer container chinese difficult difficult smuggle case illegal smuggle smuggle illegal chinese ship immigrant illegal container container ship immigrant container container smuggle stowaway authority stowaway container authority official stowaway smuggle container stowaway stowaway stowaway smuggler container ship authority carry case ship illegal smuggler chinese container ship smuggle find chinese find container authority smuggle ship smuggle ship smuggle container smuggler trailer cargo cargo carry ship stowaway cargo container container cargo official ship smuggle official find container smuggle official case cargo difficult ship immigrant container container official container authority ship official
665,665,Business,sale sale article sale article article article
666,666,Business,president vice chief president company senior announced company company name executive name vice black company council vice executive resignation black announced president chief vice company resignation senior executive company council chief resignation president talk black senior resignation black executive senior vice black president council company talk senior company talk executive president vice president name announced company
667,667,Society,wife reporter wife reporter reporter wife
668,668,Business,store german price customer stock price retailer grocery store store percent german german store percent biggest price chain chain grocery grocery german stock product product german product consumer price german store consumer stock retailer product percent retailer retailer percent chain biggest german percent price biggest consumer stock german percent percent german biggest retailer product chain german store store customer price percent store customer price
669,669,Sports,heavyweight boxer fight boxer fighter champion fighter boy son training heavyweight boxer lightweight fighter box son box trainer lightweight fight boxer champion son training box lightweight boy trainer fighter boy trainer trainer fighter champion trainer fight fighter heavyweight training son
670,670,Society,election majority white vote candidate governor provision candidate candidate white election election governor white governor provision candidate governor majority vote vote white majority vote governor vote provision election governor
671,671,Sports,play season playoff coach team coach reach patriot head quarterback lose football coach head season game coach quarterback dismiss season playoff injured bill lose season season bill injured coach start bill injured football season playoff season football patriot replace game patriot coach season game replace jet game jet team injured dismiss play knee game reach lose dismiss knee coach coach reach season football knee quarterback team patriot playoff season replace playoff patriot coach season start playoff team jet team head game playoff jet game playoff start playoff coach team coach game game playoff play patriot season play
672,672,Arts,client firework firework client show company client firework firework firework show show show firework firework show firework company company firework show show
673,673,Business,set woman black run woman black woman company investigation run run status black contract white program company white woman mayor business contract woman company business investigation business business minority contract program business help run mayor set run official investigation program official program set official help help contract run son official white business status minority program business mayor black guard company guard son company minority company company run business minority status woman program company woman company business guard company official son run business investigation minority business minority mayor son official black company program run
674,674,Business,set financial east room room area business business close room close need east area financial hotel east hotel apartment hotel business business east area financial financial apartment accommodation crowd set hotel area need accommodation set district apartment area hotel area district need district financial crowd area area district hotel hotel accommodation crowd hotel close
675,675,Sports,jet career want want winner head league operation record team jet coach career decision jet winner contract season jet league jet coach operation assistant team winner football want owner team head club jet season league decision club season head head contract jet head jet operation season head jet team team season team health coach health team football club decision patriot patriot football season decision patriot season jet patriot patriot assistant football season record head jet coach record jet coach team patriot record health team team football owner league coach season head coach patriot jet football jet patriot team season career jet patriot season head coach record coach coach season owner coach coach head jet jet assistant jet jet contract coach coach head coach
676,676,Sports,community reason title season mistake coach teammates season pay season college title season game reason mistake lose trouble trouble pay title game trophy trouble pay game lose community teammates college college title teammates coach trouble mistake lose coach reason coach community trophy championship pay championship trophy championship
677,677,Society,believe arrest authority bomb custody arrest plot complaint bomb official plot official authority plot material believe plot arrest material arrest authority bomb complaint custody authority terrorist arrest terrorist arrest investigation investigation believe authority bomb investigation hear authority plot charge arrest bomb charge plot investigation terrorist arrest official believe charge hear charge plot hear law material custody complaint law bomb plot investigation hear law authority bomb
678,678,Society,lawmaker relationship hispanic politician health health smoke smoke document group grant lawmaker legislator hispanic tobacco industry company tobacco legislator cigarette tobacco smoke grant corporate company company smoke industry industry company hispanic company industry group smoke cigarette legislator lawmaker grant cigarette hispanic legislator grant industry lawmaker group lawmaker legislative company hispanic lawmaker relationship hispanic company tobacco lawmaker hispanic cigarette relationship hispanic hispanic hispanic politician lawmaker lawmaker legislative smoke health corporate politician group company lawmaker group legislative relationship group lawmaker document hispanic document lawmaker corporate group cigarette industry cigarette industry hispanic company
679,679,Society,hispanic black black black bill hispanic black bill hispanic hispanic bill
680,680,Sports,score number score step score player shootaround point point guard number point player shootaround game league player point team point point league guard step league guard player game game score guard need team player player game need shootaround number guard game game player team team step game league need team game
681,681,Society,court inmates judge settlement federal guard trooper officer trooper judge judge judge officer settlement inmates trooper inmates guard official federal inmates prisoner uprise force inmates inmates inmates inmates officer force uprise court award yard uprise guard yard award court official federal settlement settlement prisoner settlement inmates yard inmates official federal uprise prisoner force award
682,682,Arts,collection look collection look fashion bride bride wear bridal line gown dress ready collection bride look bride salon clothes sell designer dress gown look wed bridal dress ready salon dress ready line sell clothes designer girl gown designer look fashion wed makeup girl makeup modern salon clothes wed business dress bride clothes makeup gown look look fashion wear bridal designer bride bride look fashion bride designer bride girl look bridal business modern dress fashion fashion wear bridal bridal store line store dress wed sell collection wed bridal bridal business bridal designer dress store bride dress modern salon bridal business business
683,683,Arts,fashion cover photographer vogue vogue magazine vogue photographer fashion cover fashion magazine fashion fashion magazine photographer vogue vogue cover fashion
684,684,Society,prison inmate prison inmate strike strike sing sing lockdown prison sing threat sing sing inmate job inmate threat prison inmate cell job inmate inmate job prison prison threat inmate prison lockdown sing cell inmate inmate lockdown cell prison inmate job inmate strike
685,685,Society,country authority agent authority enter linked arrest country document car charge agent roommate country accord know charge roommate roommate court court prosecutor face prosecutor bomb bomb car linked face court bomb document face roommate court accord car document linked know know accord prosecutor agent charge roommate arrest roommate agent charge court charge enter enter court arrest roommate arrest authority roommate
686,686,Sports,team quarterback player coach coach team season coach coach ask jet coach team quarterback team team defensive player jet poem player ask jet jet put ask quarterback player poem defensive poem coach player team defensive put defensive jet team poem put player poem season coach player coach coach team team player season jet player coach player coach player
687,687,Recreation,build owner lease build owner historic tavern build revolution build tavern build tavern lease historic owner historic tavern revolution build revolution build lease tavern tavern tavern tavern tavern lease
688,688,Society,celebration know connection know party party crowd connection celebration crowd crowd celebration connection celebration party know
689,689,Society,police date complaint complaint attorney police officer officer attorney office problem complaint computer district attorney computer complaint complaint police office problem complaint office police problem attorney complaint date police complaint officer district date problem precinct date office district precinct attorney precinct computer date officer date district problem district date date officer computer
690,690,Society,primary statewide race lawyer race edge campaign race executive campaign seat race edge republican republican republican contender edge contender primary seat race retire republican draw campaign republican executive battle contender battle face retire statewide republican retire republican race battle campaign executive republican face primary campaign lawyer face race statewide race seat primary republican republican draw statewide lawyer seat retire statewide draw
691,691,Society,aid sharaa talk peace issue deputy sharaa israeli expect leader adviser official syrian negotiation role minister aid security negotiation leader role sharaa negotiation israeli negotiation talk deputy discussion adviser military agreement sharaa talk discussion leader official official detail round syrian talk expert leader expect detail expert expect talk expect israeli big israeli talk detail big leader minister peace agreement agreement leave deputy aid leave peace talk issue adviser talk official role syrian talk israeli peace minister syrian expert talk round issue official big minister round negotiation security sharaa discussion israeli talk leader leave military israeli israeli talk security syrian military
692,692,Business,sale assignment company agency agency com million true retailer assignment agency business campaign part spokeswoman estimate holiday account agency store agency holiday true sale account retailer company million retailer true retailer participate company store sale spokeswoman estimate account million account decision participate company business decision campaign participate campaign store true agency part assignment business campaign estimate decision account agency retailer retailer holiday part campaign company agency assignment part million business sale spokeswoman com million com
693,693,Arts,reason peanut peanut peanut peanut comic peanut comic reason reason peanut comic
694,694,Society,return council council council return council session council council session job return session job council job
695,695,Society,disclose expenditures item item republican democratic item democratic election democratic cash election disclose cash republican disclose expenditures election election republican cash expenditures republican
696,696,Recreation,visit passenger free free ship ship ship ship station tourist suggest offer station jewish art guide cargo fax www train past trip jewish fax tour fax tour jewish cargo cargo tourist tour train visit tourist jewish tour passenger guide ship ship passenger station passenger www fax suggest tour free tour jewish www offer trip fax passenger art guide ship past train ship fax ship past jewish offer station train visit trip fax art suggest
